感到 gan3dao4 to feel; to sense; to perceive
感情 gan3qing2 emotion; sentiment; affection; feelings between two persons
感受 gan3shou4 to sense; perception; to feel (through the senses); to experience; a feeling; an impression; an experience
感谢 gan3xie4 (express) thanks; gratitude; grateful; thankful; thanks" 14
号 hao2 zong1/tun2/fei4/guang1/hao2 "号 hao4 ordinal number; day of a month; mark; sign; business establishment; size; ship suffix; horn (wind instrument); bugle call; assumed name; to take a pulse; classifier used to indicate number of people
号码 hao4ma3 number
信号 xin4hao4 signal
口号 kou3hao4 slogan; catchphrase
符号 fu2hao4 symbol; mark; sign" 15
声 sheng1 du2/shuo4/fen1/chu2/sheng1 "声 sheng1 sound; voice; tone; noise; reputation; classifier for sounds
声音 sheng1yin1 voice; sound
大声 da4sheng1 loud voice; in a loud voice; loudly
声明 sheng1ming2 to state; to declare; statement; declaration
铃声 ling2sheng1 ring; ringtone; bell stroke; tintinnabulation" 16
正 zheng4 jia3/ting3/gai4/chang3/zheng4 "正 zheng4 straight; upright; proper; main; principal; to correct; to rectify; exactly; just (at that time); right (in that place); (math.) positive
正在 zheng4zai4 just at (that time); right in (that place); right in the middle of (doing sth)
真正 zhen1zheng4 genuine; real; true; really; indeed
正是 zheng4shi4 (emphasizes that sth is precisely or exactly as stated); precisely; exactly; even; if; just like; in the same way as
正常 zheng4chang2 regular; normal; ordinary" 17
呀 ya1 lei3/fen1/ya1/guo1/hua4 "哎呀 ai1ya1 interjection of wonder, shock or admiration
啊呀 a1ya1 interjection of surprise" 18
块 kuai4 wo4/guo1/kuai4/zheng4/di3 "块 kuai4 lump (of earth); chunk; piece; classifier for pieces of cloth, cake, soap etc; (coll.) classifier for money and currency units
板块 ban3kuai4 slab; (geology) tectonic plate; (fig.) sector (of the stock market or of industry); (economic) bloc
石块 shi2kuai4 stone; rock
模块 mo2kuai4 module (in software); functional unit; component part
冰块 bing1kuai4 ice cube; ice chunk" 19
快 kuai4 cha1/kuai4/gui4/jiu1/zong1 "快 kuai4 rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant
快乐 kuai4le4 happy; joyful
快速 kuai4su4 fast; high-speed; rapid
愉快 yu2kuai4 cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted
尽快 jin3kuai4 as quickly as possible; as soon as possible; with all speed" 20
主 zhu3 meng3/luan2/diao1/zhu3/jia2 "主要 zhu3yao4 main; principal; major; primary
主 zhu3 owner; master; host; individual or party concerned; god; lord; main; to indicate or signify; trump card (in card games)
主持人 zhu3chi2ren2 tv or radio presenter; host; anchor
主题 zhu3ti2 theme; subject
主任 zhu3ren4 director; head" 21
关 guan1 guan1/liu4/la4/tun2/ting3 "关系 guan1xi5 relation; relationship; to concern; to affect; to have to do with; guanxi
有关 you3guan1 to have sth to do with; to relate to; related to; to concern; concerning
关于 guan1yu2 pertaining to; concerning; with regard to; about; a matter of
相关 xiang1guan1 related; relevant; pertinent; to be interrelated; (statistics) correlation
关 guan1 mountain pass; to close; to shut; to turn off; to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc); to concern; to involve" 22
段 duan4 ya1/qiao1/gui4/xing1/duan4 "段 duan4 paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc
阶段 jie1duan4 stage; section; phase; period
手段 shou3duan4 method; means (of doing sth); strategy; trick
段落 duan4luo4 phase; time interval; paragraph; (written) passage
地段 di4duan4 section; district" 23
行 heng2 lun2/di3/heng2/fen1/bu3 "进行 jin4xing2 to advance; to conduct; underway; in progress; to do; to carry out; to carry on; to execute
行 xing2 to walk; to go; to travel; a visit; temporary; makeshift; current; in circulation; to do; to perform; capable; competent; effective; all right; will do; behavior; conduct
行为 xing2wei2 action; conduct; behavior; activity
不行 bu4xing2 won't do; be out of the question; be no good; not work; not be capable
行动 xing2dong4 operation; action; to move about; mobile" 24
方 fang1 kuang4/du4/fang1/jia2 "地方 di4fang5 area; place; space; room; territory
方面 fang1mian4 respect; aspect; field; side
方式 fang1shi4 way; manner; style; mode; pattern
方法 fang1fa3 method; way; means
方 fang1 square; power or involution (math.); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); just when; only or just; classifier for square things" 25
甚 shen4 shen4/gui4/diao1/ting3/liang4 "甚至 shen4zhi4 even; so much so that
甚 shen4 what; very; extremely; any
甚为 shen4wei2 very; extremely
甚或 shen4huo4 so much so that; to the extent that; even
甚而 shen4er2 even; so much so that" 26
象 xiang4 tian2/geng3/qiong2/jia3/xiang4 "象 xiang4 elephant; shape; form; appearance; to imitate
现象 xian4xiang4 phenomenon; appearance
印象 yin4xiang4 impression (sth that stays in one's mind); a memory
形象 xing2xiang4 image; form; figure; visualization; vivid
想象 xiang3xiang4 to imagine; to envision; imagination" 27
米 mi3 xiao4/zhen4/fen1/mi3/ya1 "米 mi3 rice; meter (classifier)
平方米 ping2fang1mi3 square meter
厘米 li2mi3 centimeter
玉米 yu4mi3 corn; maize
平米 ping2mi3 square meter" 28
场 chang3 di1/heng2/fang1/qiao1/chang3 "市场 shi4chang3 marketplace; market (also in abstract)
场 chang3 large place used for a specific purpose; stage; scene (of a play); classifier for sporting or recreational activities; classifier for number of exams
广场 guang3chang3 public square; plaza
现场 xian4chang3 the scene (of a crime, accident etc); (on) the spot; (at) the site
机场 ji1chang3 airport; airfield; (slang) service provider for shadowsocks or similar software for circumventing internet censorship" 29
读 du2 ding4/wo4/kai3/du2/ni4 "读 du2 to read out; to read aloud; to read; to attend (school); to study (a subject in school); to pronounce
阅读 yue4du2 to read; reading
读书 du2shu1 to read a book; to study; to attend school
读者 du2zhe3 reader
朗读 lang3du2 to read aloud" 30
六 liu4 di1/guang1/gou1/meng3/liu4 "六 liu4 six; 6
十六 shi2liu4 sixteen; 16
六十 liu4shi2 sixty; 60
六四 liu4si4 refers to tiananmen incident of 4th june 1989
周六 zhou1liu4 saturday" 31
母 mu3 hao2/se4/mu3/bang4/hua4 "父母 fu4mu3 father and mother; parents
母 mu3 mother; elderly female relative; origin; source; (of animals) female
字母 zi4mu3 letter (of the alphabet)
祖母 zu3mu3 father's mother; paternal grandmother
母校 mu3xiao4 alma mater" 32
提 di1 la4/di1/zong1/ni4/liao4 "提供 ti2gong1 to offer; to supply; to provide; to furnish
提出 ti2chu1 to raise (an issue); to propose; to put forward; to suggest; to post (on a website); to withdraw (cash)
提高 ti2gao1 to raise; to increase; to improve
提 ti2 to carry (hanging down from the hand); to lift; to put forward; to mention; to raise (an issue); upwards character stroke; lifting brush stroke (in painting); scoop for measuring liquid
提醒 ti2xing3 to remind; to call attention to; to warn of" 33
边 bian1 shuang1/xiao4/bian1/cong1/zhu2 "边 bian1 side; edge; margin; border; boundary; simultaneously
一边 yi1bian1 one side; either side; on the one hand; on the other hand; doing while
身边 shen1bian1 at one's side; on hand
旁边 pang2bian1 side; adjacent place
那边 na4bian5 over there; yonder" 34
相 xiang4 lao2/cui4/xiang4/cha1/zha2 "相信 xiang1xin4 to be convinced (that sth is true); to believe; to accept sth as true
相关 xiang1guan1 related; relevant; pertinent; to be interrelated; (statistics) correlation
相 xiang1 each other; one another; mutually
相当 xiang1dang1 equivalent to; appropriate; considerably; to a certain extent; fairly; quite
互相 hu4xiang1 each other; mutually; mutual" 35
除 chu2 bao4/yao1/liu4/chu2 "除了 chu2le5 besides; apart from (... also...); in addition to; except (for)
除 chu2 to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
删除 shan1chu2 to delete; to cancel
除非 chu2fei1 only if (..., or otherwise, ...); only when; only in the case that; unless
消除 xiao1chu2 to eliminate; to remove" 36
政 zheng4 hou2/zhu2/cui4/luan2/zheng4 "政府 zheng4fu3 government
政治 zheng4zhi4 politics; political
政策 zheng4ce4 policy
行政 xing2zheng4 administration; (attributive) administrative; executive
财政 cai2zheng4 finances (public); financial" 37
数 shuo4 luan2/jia2/sou1/sheng1/shuo4 "数 shu4 number; figure; several
数字 shu4zi4 numeral; digit; number; figure; amount; digital (electronics etc)
数学 shu4xue2 mathematics; mathematical
数据 shu4ju4 data
无数 wu2shu4 countless; numberless; innumerable" 38
数 shu3 xun1/luan2/zha2/qiao1/shu3 "数 shu4 number; figure; several
数字 shu4zi4 numeral; digit; number; figure; amount; digital (electronics etc)
数学 shu4xue2 mathematics; mathematical
数据 shu4ju4 data
无数 wu2shu4 countless; numberless; innumerable" 39
台 tai2 guang1/sou1/tai2/shuang1/zha2 "台湾 tai2wan1 taiwan
台 tai2 desk; table; counter; platform; stage; terrace; stand; support; station; broadcasting station; classifier for vehicles or machines; typhoon
舞台 wu3tai2 (lit. and fig.) stage; arena
平台 ping2tai2 platform; terrace; flat-roofed building
阳台 yang2tai2 balcony; porch" 40
约 yao1 yao1/lao2/diao1/sou1 "约 yue1 to make an appointment; to invite; approximately; pact; treaty; to economize; to restrict; to reduce (a fraction); concise
大约 da4yue1 approximately; probably
纽约 niu3yue1 new york
约定 yue1ding4 to agree on sth (after discussion); to conclude a bargain; to arrange; to promise; to stipulate; to make an appointment; stipulated (time, amount, quality etc); an arrangement; a deal; appointment; undertaking; commitment; understanding; engagement; stipulation
节约 jie2yue1 to economize; to conserve (resources); economy; frugal" 41
报 bao4 xiang4/gan3/xun1/tai2/bao4 "报 bao4 to announce; to inform; report; newspaper; recompense; revenge
报告 bao4gao4 to inform; to report; to make known; report; speech; talk; lecture
报道 bao4dao4 to report (news); report
报名 bao4ming2 to sign up; to enter one's name; to apply; to register; to enroll; to enlist
报纸 bao4zhi3 newspaper; newsprint" 42
双 shuang1 shuang1/du4/shu3/chang3/qiao1 "双 shuang1 two; double; pair; both; even (number)
双方 shuang1fang1 bilateral; both sides; both parties involved
双手 shuang1shou3 both hands
双眼 shuang1yan3 the two eyes
双腿 shuang1tui3 legs; both legs; two legs" 43
清 qing1 sheng1/zong1/di3/qing1/gou1 "清楚 qing1chu5 clear; distinct; to understand thoroughly; to be clear about
清 qing1 (of water etc) clear; clean; quiet; still; pure; uncorrupted; clear; distinct; to clear; to settle (accounts)
不清 bu4qing1 unclear
清晰 qing1xi1 clear; distinct
清醒 qing1xing3 clear-headed; sober; awake" 44
区 ou1 ou1/meng3/bao4/la4 "地区 di4qu1 local; regional; district (not necessarily formal administrative unit); region; area; as suffix to city name, means prefecture or county (area administered by a prefecture-level city or, county-level city)
区 qu1 area; region; district; small; distinguish
社区 she4qu1 community; neighborhood
区别 qu1bie2 difference; to distinguish; to discriminate; to make a distinction
区域 qu1yu4 area; region; district" 45
低 di1 qing1/di1/shen4/wo4/xiang4 "低 di1 low; beneath; to lower (one's head); to let droop; to hang down; to incline
降低 jiang4di1 to reduce; to lower; to bring down
低头 di1tou2 to bow the head; to yield; to give in
低声 di1sheng1 in a low voice; softly
低于 di1yu2 to be lower than" 46
挺 ting3 ting3/liao4/liang4/zha2/yin4 "挺 ting3 straight; erect; to stick out (a part of the body); to (physically) straighten up; to support; to withstand; outstanding; (coll.) quite; very; classifier for machine guns
挺拔 ting3ba2 tall and straight
挺直 ting3zhi2 upright; erect; to straighten up (one's back etc); to hold erect
挺进 ting3jin4 progress; to advance
笔挺 bi3ting3 (standing) very straight; straight as a ramrod; bolt upright; well-ironed; trim" 47
辆 liang4 liang4/tai2/qing1/you1/cui4 "辆 liang4 classifier for vehicles
车辆 che1liang4 vehicle" 48
项 xiang4 lao2/cui4/kui4/shuang1/xiang4 "项 xiang4 back of neck; item; thing; term (in a mathematical formula); sum (of money); classifier for principles, items, clauses, tasks, research projects etc
项目 xiang4mu4 item; project; (sports) event
选项 xuan3xiang4 option; alternative; choice; to choose a project
事项 shi4xiang4 matter; item
专项 zhuan1xiang4 special; dedicated" 49
光 guang1 hao2/guang1/di3/shuang1/hua4 "光 guang1 light; ray; bright; only; merely; to use up
阳光 yang2guang1 sunshine; (of personality) upbeat; energetic; transparent (open to public scrutiny)
目光 mu4guang1 gaze; (fig.) attention; expression in one's eyes; look; (lit. and fig.) sight; vision
灯光 deng1guang1 (stage) lighting; light
时光 shi2guang1 time; era; period of time" 50
论 lun2 zong1/wo4/ting3/lun2/geng3 "评论 ping2lun4 to comment on; to discuss; comment; commentary
论坛 lun4tan2 forum (for discussion)
讨论 tao3lun4 to discuss; to talk over
无论 wu2lun4 no matter what or how; regardless of whether...
理论 li3lun4 theory; to argue; to take notice of" 51
画 hua4 shen4/qing1/kui4/tai2/hua4 "画 hua4 to draw; to paint; picture
画面 hua4mian4 scene; tableau; picture; image; screen (displayed by a computer); (motion picture) frame; field of view
漫画 man4hua4 caricature; cartoon
画家 hua4jia1 painter
动画 dong4hua4 animation; cartoon" 52
称 cheng1 fen1/la4/guan1/cheng1/du4 "称 cheng1 to weigh; to state; to name; name; appellation; to praise
称为 cheng1wei2 to be called; to be known as
名称 ming2cheng1 name (of a thing); name (of an organization)
称呼 cheng1hu5 to call; to address as; form of address; appellation
自称 zi4cheng1 to call oneself; to claim to be; to profess; to claim a title" 53
阵 zhen4 jiu1/zhen4/yao1/gui4/you1 "阵 zhen4 disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration
阵地 zhen4di4 (military) position; front
阵容 zhen4rong2 troop arrangement; battle formation; lineup (of a sports team etc)
阵营 zhen4ying2 group of people; camp; faction; sides in a dispute
上阵 shang4zhen4 to go into battle" 54
差 cha1 juan4/ding4/guang1/cha1/qiao1 "差 cha4 different; wrong; mistaken; to fall short; to lack; not up to standard; inferior
差不多 cha4bu5duo1 almost; nearly; more or less; about the same; good enough; not bad
差点 cha4dian3 almost; nearly
差异 cha1yi4 difference; discrepancy
差别 cha1bie2 difference; distinction; disparity" 55
抱 bao4 bao4/ya1/lao2/chu2 "抱 bao4 to hold; to carry (in one's arms); to hug; to embrace; to surround; to cherish; (coll.) (of clothes) to fit nicely
拥抱 yong1bao4 to embrace; to hug
抱歉 bao4qian4 to be sorry; to feel apologetic
怀抱 huai2bao4 to hug; to cherish; within the bosom (of the family); to embrace (also fig. an ideal, aspiration etc)
抱有 bao4you3 to have (aspirations, suspicions etc)" 56
属 shu3 se4/liang4/zhen4/shu3/zhen3 "属于 shu3yu2 to be classified as; to belong to; to be part of
属 shu3 category; genus (taxonomy); family members; dependents; to belong to; subordinate to; affiliated with; be born in the year of (one of the 12 animals); to be; to prove to be; to constitute
家属 jia1shu3 family member; (family) dependent
金属 jin1shu3 metal
所属 suo3shu3 one's affiliation (i.e. the organization one is affiliated with); subordinate (i.e. those subordinate to oneself); belonging to; affiliated; under one's command" 57
度 du4 mi3/du4/shuo4/shen4/zhu3 "度 du4 to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences
制度 zhi4du4 system (e.g. political, adminstrative etc); institution
程度 cheng2du4 degree; level; extent
态度 tai4du5 manner; bearing; attitude; approach
速度 su4du4 speed; rate; velocity; (music) tempo" 58
定 ding4 ding4/yao1/shuang1/cong1/ni4 "一定 yi1ding4 surely; certainly; necessarily; fixed; a certain (extent etc); given; particular; must
决定 jue2ding4 to decide (to do something); to resolve; decision; certainly
肯定 ken3ding4 to be certain; to be positive; assuredly; definitely; to give recognition; to affirm; affirmative (answer)
规定 gui1ding4 to stipulate; to specify; to prescribe; to fix (a price); to set (a quota); regulations; rules; provisions; stipulations
定 ding4 to set; to fix; to determine; to decide; to order" 59
占 zhan4 gai4/yin4/zhan4/liang4 "占 zhan4 to take possession of; to occupy; to take up
占领 zhan4ling3 to occupy (a territory); to hold
占据 zhan4ju4 to occupy; to hold
占有 zhan4you3 to have; to own; to hold; to occupy; to possess; to account for (a high proportion etc)
占地 zhan4di4 to take up space; to occupy (space)" 60
青 qing1 di3/guan1/lun2/cheng1/qing1 "青年 qing1nian2 youth; youthful years; young person; the young
青 qing1 green; blue; black; youth; young (of people)
青春 qing1chun1 youth; youthfulness
青岛 qing1dao3 qingdao, subprovincial city in shandong
年青 nian2qing1 youthful" 61
编 bian1 cha1/zha2/bian1/hou2/ning2 "编辑 bian1ji2 to edit; to compile; editor; compiler
编 bian1 to weave; to plait; to organize; to group; to arrange; to edit; to compile; to write; to compose; to fabricate; to make up
主编 zhu3bian1 editor in chief
编号 bian1hao4 to number; numbering; serial number
邮编 you2bian1 postal code; zip code" 62
贵 gui4 wo4/cheng1/qiao1/kui4/gui4 "贵 gui4 expensive; noble; precious; (honorific) your
珍贵 zhen1gui4 precious
宝贵 bao3gui4 valuable; precious; to value; to treasure; to set store by
贵族 gui4zu2 lord; nobility; nobleman; noblewoman; aristocrat; aristocracy
高贵 gao1gui4 grandeur; noble" 63
色 se4 dong1/zhen4/lei2/se4/meng3 "色 se4 color; look; appearance; sex
颜色 yan2se4 color; countenance; appearance; facial expression; pigment; dyestuff
特色 te4se4 characteristic; distinguishing feature or quality
白色 bai2se4 white; fig. reactionary; anti-communist
黑色 hei1se4 black" 64
累 lei2 jiu1/lei2/xun1/guo1/kuai4 "累 lei4 tired; weary; to strain; to wear out; to work hard
积累 ji1lei3 to accumulate; accumulation; cumulative; cumulatively
累计 lei3ji4 to calculate the running total; cumulative; total; in total
劳累 lao2lei4 tired; exhausted; worn out; to toil
累积 lei3ji1 to accumulate" 65
累 lei3 ding4/lei3/shuang1/yin4/jia3 "累 lei4 tired; weary; to strain; to wear out; to work hard
积累 ji1lei3 to accumulate; accumulation; cumulative; cumulatively
累计 lei3ji4 to calculate the running total; cumulative; total; in total
劳累 lao2lei4 tired; exhausted; worn out; to toil
累积 lei3ji1 to accumulate" 66
化 hua4 heng2/xing1/ou1/chang3/hua4 "文化 wen2hua4 culture; civilization; cultural
变化 bian4hua4 (intransitive) to change; to vary; change; variation
化 hua4 to make into; to change into; -ization; to ... -ize; to transform
化学 hua4xue2 chemistry; chemical
转化 zhuan3hua4 to change; to transform; isomerization (chemistry)" 67
证 zheng4 shu3/wo4/zheng4/hua4/se4 "证明 zheng4ming2 proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of
保证 bao3zheng4 guarantee; to guarantee; to ensure; to safeguard; to pledge
证 zheng4 to admonish; certificate; proof; to prove; to demonstrate; to confirm
签证 qian1zheng4 visa; to issue a visa
证实 zheng4shi2 to confirm (sth to be true); to verify" 68
费 fei4 hua4/chang3/lun2/fei4/na4 "免费 mian3fei4 free (of charge)
费 fei4 to cost; to spend; fee; wasteful; expenses
消费 xiao1fei4 to consume; to spend
消费者 xiao1fei4zhe3 consumer
收费 shou1fei4 to charge a fee" 69
效 xiao4 tun2/xiao4/yao1/fen1/zhu2 "效果 xiao4guo3 result; effect; efficacy; (theater) sound or visual effects
有效 you3xiao4 effective; in effect; valid
效 xiao4 effect; efficacy; to imitate
效应 xiao4ying4 effect (scientific phenomenon)
效益 xiao4yi4 benefit; effectiveness; efficiency" 70
欧 ou1 ou1/liu4/pi3/luan2/kai3 "欧 ou1 (used for transliteration)
欧元 ou1yuan2 euro (currency)
欧盟 ou1meng2 european union; eu
欧阳 ou1yang2 two-character surname ouyang
东欧 dong1ou1 eastern europe" 71
战 zhan4 juan4/gou1/zhan4/di1/xiao4 "战争 zhan4zheng1 war; conflict
战 zhan4 to fight; fight; war; battle
挑战 tiao3zhan4 to challenge; challenge
战士 zhan4shi4 fighter; soldier; warrior
战斗 zhan4dou4 to fight; to engage in combat; struggle; battle" 72
敢 gan3 gou1/bang4/cheng1/gan3 "敢 gan3 to dare; daring; (polite) may i venture
勇敢 yong3gan3 brave; courageous
敢于 gan3yu2 to have the courage to do sth; to dare to; bold in
敢情 gan3qing5 actually; as it turns out; indeed; of course
竟敢 jing4gan3 to have the impertinence; to have the cheek to" 73
卷 juan4 bao4/xiao4/di1/du2/juan4 "卷 juan3 to roll up; roll; classifier for small rolled things (wad of paper money, movie reel etc); to roll up; to sweep up; to carry along; a roll; classifier for rolls, spools etc
试卷 shi4juan4 examination paper; test paper
卷子 juan3zi5 steamed roll; spring roll
胶卷 jiao1juan3 film; roll of film; film; roll of film
卷入 juan3ru4 to be drawn into; to be involved in" 74
华 hua4 hua4/wo4/shuang1/bao4/na4 "华 hua1 flower
华人 hua2ren2 ethnic chinese person or people
中华 zhong1hua2 china (alternate formal name)
精华 jing1hua2 best feature; most important part of an object; quintessence; essence; soul
豪华 hao2hua2 luxurious" 75
星 xing1 du2/jia3/chang3/xing1 "星 xing1 star; heavenly body; satellite; small amount
星期 xing1qi1 week; day of the week; sunday
明星 ming2xing1 star; celebrity
星星 xing1xing5 (coll.) a star; the stars in the sky
卫星 wei4xing1 satellite; moon" 76
印 yin4 sheng1/bu3/se4/lao2/yin4 "印象 yin4xiang4 impression (sth that stays in one's mind); a memory
印 yin4 to print; to mark; to engrave; a seal; a print; a stamp; a mark; a trace; image
印度 yin4du4 india
打印 da3yin4 to affix a seal; to stamp; to print out (with a printer)
印刷 yin4shua1 to print; printing" 77
落 la4 bao4/ding4/la4/chang3/zhen3 "落 luo4 to fall or drop; (of the sun) to set; (of a tide) to go out; to lower; to decline or sink; to lag or fall behind; to fall onto; to rest with; to get or receive; to write down; whereabouts; settlement
角落 jiao3luo4 nook; corner
落后 luo4hou4 to fall behind; to lag (in technology etc); backward; to retrogress
落实 luo4shi2 practical; workable; to implement; to carry out; to decide
落下 luo4xia4 to fall; to drop; to land (of projectile)" 78
观 guan1 bang4/guan1/you1/zheng4/mu3 "观众 guan1zhong4 spectators; audience; visitors (to an exhibition etc)
观点 guan1dian3 point of view; viewpoint; standpoint
观察 guan1cha2 to observe; to watch; to survey
观 guan1 to look at; to watch; to observe; to behold; to advise; concept; point of view; outlook
观念 guan1nian4 notion; thought; concept; sense; views; ideology; general impressions" 79
优 you1 you1/jiu1/zhan4/cha1 "优秀 you1xiu4 outstanding; excellent
优势 you1shi4 superiority; dominance; advantage
优惠 you1hui4 privilege; favorable (terms); preferential (treatment); discount (price)
优美 you1mei3 graceful; fine; elegant
优 you1 excellent; superior" 80
兴 xing1 xing1/liao4/ning2/na4 "高兴 gao1xing4 happy; glad; willing (to do sth); in a cheerful mood
兴趣 xing4qu4 interest (desire to know about sth); interest (thing in which one is interested); hobby
兴奋 xing1fen4 excited; excitement; (physiology) excitation
感兴趣 gan3xing4qu4 to be interested
兴 xing1 to rise; to flourish; to become popular; to start; to encourage; to get up; (often used in the negative) to permit or allow (dialect); maybe (dialect)" 81
压 ya1 guo1/kui4/ya1/ni4/gou1 "压力 ya1li4 pressure
压 ya1 to press; to push down; to keep under (control); pressure
镇压 zhen4ya1 suppression; repression; to suppress; to put down; to quell
压抑 ya1yi4 to constrain or repress emotions; oppressive; stifling; depressing; repression
压迫 ya1po4 to oppress; to repress; to constrict; oppression; stress (physics)" 82
